model,lmbda,rho,alpha,dobs,seed,X_pRMSE,Y_pRMSE,Z_pRMSE
pinn,1000.0,28.0,0.05,10,59,19.63318533428575,26.225075563311407,30.029145602107636
magi,,28.0,0.05,10,60,0.5309998506872451,2.701891657058263,3.9148186031805094
pinn,0.1,28.0,0.05,10,60,0.3281175655339977,0.31420879640597127,0.18620219847268601
pinn,1.0,28.0,0.05,10,60,3.4056361843908216,1.208920116940212,1.5149705051760085
pinn,10.0,28.0,0.05,10,60,3.8376356433515446,8.1771187824479,5.860653375665192
pinn,100.0,28.0,0.05,10,60,8.554192116051095,13.91140444553458,13.101090223968091
pinn,1000.0,28.0,0.05,10,60,24.918370842683153,40.694439646416384,43.164897258301124
magi,,28.0,0.05,10,61,0.39660574994481057,2.2519999166681877,3.7630335881856998
pinn,0.1,28.0,0.05,10,61,0.3884968683273342,0.11172670150741541,0.14429360468008826
pinn,1.0,28.0,0.05,10,61,1.1193122937563031,0.8062918585404811,0.6324603237160641
pinn,10.0,28.0,0.05,10,61,3.3722821017840237,9.099288355930295,6.884235675164222
pinn,100.0,28.0,0.05,10,61,11.723876121797776,13.204651132485996,13.369649823724242
pinn,1000.0,28.0,0.05,10,61,16.211748257978417,20.763248321857624,30.661263444188915
magi,,28.0,0.05,10,62,0.7219352872814139,2.0690889987301953,2.64235113494901
pinn,0.1,28.0,0.05,10,62,0.00041913377396506736,0.18171940975729023,0.058889607869465066
pinn,1.0,28.0,0.05,10,62,1.217625449020392,1.0133227502300404,0.9103870392818043
pinn,10.0,28.0,0.05,10,62,2.3363836235876008,4.107491118795683,4.4566075634270605
pinn,100.0,28.0,0.05,10,62,8.30075351281237,10.530345987799777,9.267506346494786
pinn,1000.0,28.0,0.05,10,62,21.127612834841834,27.89041869598155,23.777951065815245
magi,,28.0,0.05,10,63,0.47199594223853003,1.3411075807199846,3.585476162809462
pinn,0.1,28.0,0.05,10,63,0.5830493373911355,0.29303239592598956,0.2932427293932276
pinn,1.0,28.0,0.05,10,63,1.322046262617036,0.3830795028632207,1.1510953234168606
pinn,10.0,28.0,0.05,10,63,4.911240680077576,8.018402957168385,5.524338280476261
pinn,100.0,28.0,0.05,10,63,8.226617394673816,8.500704041507433,10.500028538234707
pinn,1000.0,28.0,0.05,10,63,22.277982923516024,24.433455574550173,24.145115997672594
magi,,28.0,0.05,10,64,0.6508324369649877,3.304079969647575,2.697610766356549
pinn,0.1,28.0,0.05,10,64,0.2707371766306897,0.3020757273534607,0.18115633399643463
pinn,1.0,28.0,0.05,10,64,1.2955094485450491,2.50262305300344,1.1856141581727078
pinn,10.0,28.0,0.05,10,64,3.3228547800814754,7.128528898320519,8.800679020740576
pinn,100.0,28.0,0.05,10,64,8.498228580821143,13.05546722413818,9.79289015116021
pinn,1000.0,28.0,0.05,10,64,22.91208723503334,30.373856355212855,37.70595248662052
magi,,28.0,0.05,10,65,0.6159158279674584,2.613209380502696,2.7367067878837155
pinn,0.1,28.0,0.05,10,65,0.25416969202731104,0.35661257212200104,0.24213766389927968
pinn,1.0,28.0,0.05,10,65,3.2110163388919766,4.426580885097046,3.55848131775296
pinn,10.0,28.0,0.05,10,65,2.67741306742795,5.309314665073054,5.506176522294764
pinn,100.0,28.0,0.05,10,65,8.601004015328087,8.741559571885858,8.710469943305137
pinn,1000.0,28.0,0.05,10,65,24.385150848548825,27.961311764941634,30.525529346697727
magi,,28.0,0.05,10,66,0.7722158424677875,3.554080643022671,3.2833395580833993
pinn,0.1,28.0,0.05,10,66,0.5535618891686471,0.23282516221255653,0.2739599805945887
pinn,1.0,28.0,0.05,10,66,0.9760323028667884,0.3503753938656659,1.0525644565575099
pinn,10.0,28.0,0.05,10,66,6.270837616047997,8.078153570680948,7.660513574936069
pinn,100.0,28.0,0.05,10,66,9.56260651322186,13.989286669481185,12.555468292711291
pinn,1000.0,28.0,0.05,10,66,21.811746436852555,28.134272744852193,26.329349717264954
magi,,28.0,0.05,10,67,0.596902376264764,1.7482475915303806,2.5370486721050516
pinn,0.1,28.0,0.05,10,67,0.3211321504086403,0.27164607121597734,0.1298607409609143
pinn,1.0,28.0,0.05,10,67,3.297545235305318,1.133168536568561,1.4873170879763151
pinn,10.0,28.0,0.05,10,67,3.632438683756849,5.894455793740653,6.037321241616999
pinn,100.0,28.0,0.05,10,67,9.017724983805897,9.981683514734359,9.25493231648712
pinn,1000.0,28.0,0.05,10,67,21.444799156125583,29.814480985854846,29.75267025504406
magi,,28.0,0.05,10,68,0.6914610139110113,2.1681798787467534,4.454448742079473
pinn,0.1,28.0,0.05,10,68,0.32119157157961853,0.3856170928694165,0.2713063694476846
pinn,1.0,28.0,0.05,10,68,3.2304410873773914,1.2923543429429873,1.5989753319624906
pinn,10.0,28.0,0.05,10,68,6.869997926288936,9.509112126398074,10.726532187147413
pinn,100.0,28.0,0.05,10,68,10.69257673491187,12.701033152550982,13.234502219643351
pinn,1000.0,28.0,0.05,10,68,23.45464329822439,25.60824309502143,25.827065919116972
magi,,28.0,0.05,10,69,0.4499004433752462,2.4353904740472094,4.521227634100071
pinn,0.1,28.0,0.05,10,69,0.37492578161551515,0.17781829292102524,0.146884868599777
pinn,1.0,28.0,0.05,10,69,1.5512870279051523,3.064682986457775,2.5435704797165015
pinn,10.0,28.0,0.05,10,69,3.785900703374398,7.829481472551193,6.155968514171163
pinn,100.0,28.0,0.05,10,69,9.656050369963568,11.745335215216445,12.467220505213866
pinn,1000.0,28.0,0.05,10,69,21.60782128328237,27.721928284024337,25.32220936193771
magi,,28.0,0.05,10,70,0.44281341533204205,2.5614924350514916,2.8176476586798653
pinn,0.1,28.0,0.05,10,70,0.3405633371059992,0.17763282228280827,0.17260051715633568
pinn,1.0,28.0,0.05,10,70,3.3044476649764736,1.1778911103582805,1.5531365873145886
pinn,10.0,28.0,0.05,10,70,2.8110461542373835,4.105210632274413,3.797574197605597
pinn,100.0,28.0,0.05,10,70,9.769270124895064,11.800023068903643,16.176164796983247
pinn,1000.0,28.0,0.05,10,70,19.772249872143217,22.556406370844773,19.674530568077465
magi,,28.0,0.05,10,71,0.7755091565587315,2.5453050857321733,3.492533083780457
pinn,0.1,28.0,0.05,10,71,0.22963496898766206,0.15945566727058175,0.1881113581507314
pinn,1.0,28.0,0.05,10,71,3.2527342179585386,1.2299444015070382,1.5534171200649867
pinn,10.0,28.0,0.05,10,71,2.665553723020831,4.490065495622818,3.5336678681363707
pinn,100.0,28.0,0.05,10,71,9.178109992013711,11.080615236970223,9.286810040203866
pinn,1000.0,28.0,0.05,10,71,24.501193571291452,31.19019778604602,36.1180952648663
magi,,28.0,0.05,10,72,0.6078995459506801,2.1175871932780854,2.8674177175215423
pinn,0.1,28.0,0.05,10,72,0.28575400677321383,0.15782933572231722,0.1708239611748947
pinn,1.0,28.0,0.05,10,72,0.8953202427104724,0.6438018127136093,1.085274257381118
pinn,10.0,28.0,0.05,10,72,2.4078901936997363,2.7099225140564194,4.020964282511081
pinn,100.0,28.0,0.05,10,72,9.15119083122405,9.035356507368752,8.579589781420895
pinn,1000.0,28.0,0.05,10,72,26.504605530730434,32.138217682455526,29.02356889827601
magi,,28.0,0.05,10,73,0.3315241508891965,1.9055986449180258,3.3023198606664113
pinn,0.1,28.0,0.05,10,73,0.13011249724119933,0.22585739667297614,0.16115303729292843
pinn,1.0,28.0,0.05,10,73,1.6599532382443953,1.8005757570666836,1.4140209909686297
pinn,10.0,28.0,0.05,10,73,4.0758933342508294,8.15836787854189,6.280788068875546
pinn,100.0,28.0,0.05,10,73,9.768943263546834,11.498665319927207,11.850750185434713
pinn,1000.0,28.0,0.05,10,73,25.038309939830608,25.303610182796355,24.398032385015522
magi,,28.0,0.05,10,74,0.3883885278413307,3.61185012012778,3.7757081573990456
pinn,0.1,28.0,0.05,10,74,0.0640517905091725,0.17264479554760387,0.12245291403929458
pinn,1.0,28.0,0.05,10,74,3.544696046207275,1.402629267732315,1.5014221419098646
pinn,10.0,28.0,0.05,10,74,4.149971047293574,6.980659866925919,7.908505748730159
pinn,100.0,28.0,0.05,10,74,9.770959094693493,9.512322214983284,9.523719622660215
pinn,1000.0,28.0,0.05,10,74,22.767327743700502,26.621903092386095,25.978682649860268
magi,,28.0,0.05,10,75,0.46931922985574265,2.5119543205569617,3.8250687244112287
pinn,0.1,28.0,0.05,10,75,0.3258619040292448,0.1147210121150843,0.13152809676281474
pinn,1.0,28.0,0.05,10,75,3.074114314440169,1.0744524073946804,1.569322423861449
pinn,10.0,28.0,0.05,10,75,4.870223900193725,7.471361059573303,10.430195437784219
pinn,100.0,28.0,0.05,10,75,8.444642121723591,9.18698565919525,10.393881982516563
pinn,1000.0,28.0,0.05,10,75,22.489474782602137,24.03026711976943,23.996837221212726
magi,,28.0,0.05,10,76,0.702513999241915,2.3049166007499196,3.7448655782812486
pinn,0.1,28.0,0.05,10,76,0.1582727498607194,0.6340481991608246,0.2612681003633072
pinn,1.0,28.0,0.05,10,76,1.1607426772723053,0.4161468098761801,1.1894617972786339
pinn,10.0,28.0,0.05,10,76,3.0771348838217882,9.131954298480327,6.485406824298049
pinn,100.0,28.0,0.05,10,76,9.47088245620877,10.81973942931373,10.613086426153673
pinn,1000.0,28.0,0.05,10,76,21.549008600961173,24.5955037792026,21.379273350433476
magi,,28.0,0.05,10,77,0.6550742657755608,2.3061667984409313,4.473107407189783
pinn,0.1,28.0,0.05,10,77,0.3645600643917726,0.2039346572878165,0.21873434087934904
pinn,1.0,28.0,0.05,10,77,3.713403554822686,1.462595337849336,1.545850580325093
pinn,10.0,28.0,0.05,10,77,3.820289319099108,4.35040847996642,3.6120509554375455
pinn,100.0,28.0,0.05,10,77,9.347382036465115,15.934709785152439,14.778378372313966
pinn,1000.0,28.0,0.05,10,77,19.834737522286698,28.004501671735177,29.57125171680348
magi,,28.0,0.05,10,78,0.46619630936654194,2.9020885482441057,2.704846486922485
pinn,0.1,28.0,0.05,10,78,0.6030602123075864,0.2278641468084657,0.24236702684191966
pinn,1.0,28.0,0.05,10,78,1.1283016749287553,0.8122826779090006,1.2414114986848
pinn,10.0,28.0,0.05,10,78,4.040873505368545,6.71115591882321,6.009098623799736
pinn,100.0,28.0,0.05,10,78,8.54058784720263,11.648123413629083,10.985375501332697
pinn,1000.0,28.0,0.05,10,78,17.527184262648102,26.46268473773424,36.641623241813576
magi,,28.0,0.05,10,79,0.7414117237908591,2.9119257748554603,3.1506367620813367
pinn,0.1,28.0,0.05,10,79,0.5470716066985374,0.21634767506337427,0.2615887536772008
pinn,1.0,28.0,0.05,10,79,0.8205706771636057,0.654222825683438,1.081582671864272
pinn,10.0,28.0,0.05,10,79,3.6545526068546805,6.163166960199125,5.816402505498657
pinn,100.0,28.0,0.05,10,79,8.893527493714815,9.390161464708772,7.895792519079661
pinn,1000.0,28.0,0.05,10,79,27.72918707104709,27.82472575845806,34.524099960900834
magi,,28.0,0.05,10,80,0.422616614467875,1.5938352908123052,3.8950496240139527
pinn,0.1,28.0,0.05,10,80,0.30291533303232676,1.2110300387885404,0.16926226957035162
pinn,1.0,28.0,0.05,10,80,1.7295256253719322,2.9749383319216243,2.631441821028783
pinn,10.0,28.0,0.05,10,80,5.014757884799272,7.629715373299363,6.086084841727047
pinn,100.0,28.0,0.05,10,80,9.715417745936184,9.207473538557124,9.432071680600467
pinn,1000.0,28.0,0.05,10,80,33.65746181123262,29.282740616873145,33.91452777613195
magi,,28.0,0.05,10,81,0.5247632057436976,3.7547608851218417,3.070246456425403
pinn,0.1,28.0,0.05,10,81,0.41068055310736307,0.17334245581142632,0.2323315017303897
pinn,1.0,28.0,0.05,10,81,3.5904880411111955,1.2822968463146731,1.5325902831431373
pinn,10.0,28.0,0.05,10,81,2.6283096578553122,5.036259856109682,4.9155450047972105
pinn,100.0,28.0,0.05,10,81,8.861094147951162,12.076440270150933,10.188183794249191
pinn,1000.0,28.0,0.05,10,81,22.01475983919719,35.28548462190798,31.384568748210757
magi,,28.0,0.05,10,82,0.6552255416692702,2.9626630819862294,3.664762548472507
pinn,0.1,28.0,0.05,10,82,0.5883299624842333,0.28543077872836503,0.3237821836246313
pinn,1.0,28.0,0.05,10,82,1.2361521875614,2.643171827555487,2.523759783027722
pinn,10.0,28.0,0.05,10,82,3.1973490861802643,5.532182851218248,6.620689574850475
pinn,100.0,28.0,0.05,10,82,10.218306700802547,9.059390218862003,9.716305943085516
pinn,1000.0,28.0,0.05,10,82,20.481479930861745,24.701063141781404,25.82742115424863
magi,,28.0,0.05,10,83,0.5036094440490045,2.401689705228237,3.8816967084920164
pinn,0.1,28.0,0.05,10,83,0.39080740771432804,0.6106439747526299,0.21547931762064107
pinn,1.0,28.0,0.05,10,83,3.6835319710360115,1.2639806174394401,1.5923718786298928
pinn,10.0,28.0,0.05,10,83,2.27505695184969,6.782556551755567,4.14505885090484
pinn,100.0,28.0,0.05,10,83,9.383555837158557,11.355999345440164,10.34150105200813
pinn,1000.0,28.0,0.05,10,83,22.055528982873174,28.679926686930713,27.416201316871092
magi,,28.0,0.05,10,84,0.5628928165340962,2.5873885587309604,3.4046727976556834
pinn,0.1,28.0,0.05,10,84,0.5590750723362549,0.25906464777463817,0.28466537688964866
pinn,1.0,28.0,0.05,10,84,0.0001007689570542,0.0493021011352539,0.18575191497802732
pinn,10.0,28.0,0.05,10,84,4.511702038852618,6.05902644522265,6.4334479767405774
pinn,100.0,28.0,0.05,10,84,8.15263141426491,8.254235107393235,8.729392329119687
pinn,1000.0,28.0,0.05,10,84,20.165882375226307,27.55810381828721,28.455186692230708
magi,,28.0,0.05,10,85,0.28293326941988073,1.7911041583223206,3.635998020710721
pinn,0.1,28.0,0.05,10,85,0.0003191634913564612,0.027998090541942775,0.07985495955414432
pinn,1.0,28.0,0.05,10,85,1.3178693282709737,0.4036078003517329,1.2403191411307972
pinn,10.0,28.0,0.05,10,85,4.994181450091275,7.650032543103555,6.71522651106336
pinn,100.0,28.0,0.05,10,85,11.125547404493146,14.609518129611885,17.102366714782704
pinn,1000.0,28.0,0.05,10,85,20.415486877820754,23.296887628054645,24.86156943624125
magi,,28.0,0.05,10,86,0.563745792635968,2.8748866193293785,4.268935156153276
pinn,0.1,28.0,0.05,10,86,0.2277006699143531,0.15778217933147973,0.12635085649554464
pinn,1.0,28.0,0.05,10,86,3.1272387351026247,1.150086765936335,1.550818400932626
pinn,10.0,28.0,0.05,10,86,3.911377434208191,5.69069403672412,6.740354332376332
pinn,100.0,28.0,0.05,10,86,8.46945097423323,13.457020122996465,13.817559278136295
pinn,1000.0,28.0,0.05,10,86,18.081197119143628,23.353848776192674,23.723280850902473
magi,,28.0,0.05,10,87,0.6291070490485818,1.1707616632525464,3.0616280919946126
pinn,0.1,28.0,0.05,10,87,0.611413581374617,0.2864136497626557,0.29792223607143975
pinn,1.0,28.0,0.05,10,87,3.4250889932020634,1.2834850787389929,1.5759701881311214
pinn,10.0,28.0,0.05,10,87,2.528318138382596,4.470568643718133,3.7761586140980263
pinn,100.0,28.0,0.05,10,87,8.39442002723582,14.272445028749187,13.851551905047975
pinn,1000.0,28.0,0.05,10,87,23.196956654123806,27.897731105258018,32.806222202500464
magi,,28.0,0.05,10,88,0.37378870963327043,3.524630088658906,3.584984498325735
pinn,0.1,28.0,0.05,10,88,0.33612002522296736,1.4412112867856863,0.415024637340129
pinn,1.0,28.0,0.05,10,88,2.9429933121064593,1.157343632619202,1.5857008196630977
pinn,10.0,28.0,0.05,10,88,3.595190095916842,6.997090533474593,5.156751949193929
pinn,100.0,28.0,0.05,10,88,10.87611902220459,9.379378851566663,9.46862088740321
pinn,1000.0,28.0,0.05,10,88,25.76413959701102,36.5089986888262,40.26783464576721
magi,,28.0,0.05,10,89,0.5675074239666025,2.728443474813713,3.462405354348992
pinn,0.1,28.0,0.05,10,89,0.32490929949260594,0.20722725680603177,0.1555360464091438
pinn,1.0,28.0,0.05,10,89,1.2843945749755066,0.493728814514627,1.2171466745584685
pinn,10.0,28.0,0.05,10,89,3.1491507876176916,3.9163398664075952,4.528305433579778
pinn,100.0,28.0,0.05,10,89,8.52190706226281,9.167717096307888,9.03792747937816
pinn,1000.0,28.0,0.05,10,89,19.231926043581264,25.575314859423944,25.017589084845593
magi,,28.0,0.05,10,90,0.3714146925943131,2.863276016516747,3.7507570480323573
pinn,0.1,28.0,0.05,10,90,7.11651068353306e-08,0.01837848451939465,0.01643920828462099
pinn,1.0,28.0,0.05,10,90,3.3163093805798405,1.2410377149813039,1.723106000742656
pinn,10.0,28.0,0.05,10,90,4.624307255540087,10.23267120960354,5.970473394687496
pinn,100.0,28.0,0.05,10,90,9.456283039215851,8.989572440068718,9.973888185520527
pinn,1000.0,28.0,0.05,10,90,21.251068834758787,21.315187338801444,23.386445143358408
magi,,28.0,0.05,10,91,0.4459267434345236,3.146463833040784,4.445054028386355
pinn,0.1,28.0,0.05,10,91,0.5516184381303441,0.24875174111382134,0.2921369108155385
pinn,1.0,28.0,0.05,10,91,1.373156394754448,0.708544042449156,1.141168656398924
pinn,10.0,28.0,0.05,10,91,4.678658355952723,6.019587693152073,5.459028926227477
pinn,100.0,28.0,0.05,10,91,9.174933052378123,9.58483624254264,10.47658889859581
pinn,1000.0,28.0,0.05,10,91,19.596747825843444,23.488074292043706,28.467312494965554
magi,,28.0,0.05,10,92,0.7225337636445731,3.8396864747913857,3.6150296297283995
pinn,0.1,28.0,0.05,10,92,0.542330370603421,0.2291495740990151,0.28626330280231144
pinn,1.0,28.0,0.05,10,92,1.6533668281824605,2.328073082680809,2.5823545647385826
pinn,10.0,28.0,0.05,10,92,4.867866997069875,6.707601870551186,6.127032839152484
pinn,100.0,28.0,0.05,10,92,8.597594715717698,11.403948590125617,12.149283852711886
pinn,1000.0,28.0,0.05,10,92,23.342832354182722,27.318156209834296,22.967467359792625
magi,,28.0,0.05,10,93,0.7518922034000625,2.5961573252802803,4.043691068233646
pinn,0.1,28.0,0.05,10,93,0.5353686926728525,0.2293842108061785,0.28847102277828784
pinn,1.0,28.0,0.05,10,93,3.43971037379128,1.2193421155363744,1.539020881998138
pinn,10.0,28.0,0.05,10,93,2.1362374148456422,3.332811066236864,2.822051584662374
pinn,100.0,28.0,0.05,10,93,7.201532864783307,12.028383009852147,10.095973786727065
pinn,1000.0,28.0,0.05,10,93,22.875547564027503,29.25750625233635,29.26379099239796
magi,,28.0,0.05,10,94,0.46529427646113647,1.6493846500670952,3.3795222851287057
pinn,0.1,28.0,0.05,10,94,0.5537503434572302,0.22142558697394785,0.306340622148621
pinn,1.0,28.0,0.05,10,94,3.5234932073889436,1.2365357923197209,1.4395062298996804
pinn,10.0,28.0,0.05,10,94,4.0851567114510665,7.783690670997914,6.341266960682741
pinn,100.0,28.0,0.05,10,94,9.847732401234204,15.427323761866004,13.534599489683243
pinn,1000.0,28.0,0.05,10,94,22.941162419789944,25.978232148745235,24.637870324052336
magi,,28.0,0.05,10,95,0.49662695469716084,3.1185014216606852,3.6634736856758763
pinn,0.1,28.0,0.05,10,95,0.5476145985987593,0.2433774677182796,0.2842778677333214
pinn,1.0,28.0,0.05,10,95,3.765914582564051,1.3626897211007083,1.621030075128091
pinn,10.0,28.0,0.05,10,95,4.45233720159606,7.903218981091636,8.271188746561316
pinn,100.0,28.0,0.05,10,95,9.922415106957889,10.575071784195176,10.37111203225306
pinn,1000.0,28.0,0.05,10,95,22.11280045383975,24.09347165368959,22.774639726362114
magi,,28.0,0.05,10,96,0.6112874323827188,2.688538241395531,3.8313475362642273
pinn,0.1,28.0,0.05,10,96,0.5379523864480583,0.23511365385179722,0.2935142936481765
pinn,1.0,28.0,0.05,10,96,1.884608254481736,1.0125376882494816,1.3980588803267102
pinn,10.0,28.0,0.05,10,96,4.8398637884973885,6.236952545801596,7.105063833611336
pinn,100.0,28.0,0.05,10,96,9.32405137364523,10.057874735318856,12.829445525014345
pinn,1000.0,28.0,0.05,10,96,23.647536622811238,23.110009414906262,28.15717590603443
magi,,28.0,0.05,10,97,0.39255595296321333,2.624848714200938,3.8086328458279297
pinn,0.1,28.0,0.05,10,97,0.1683187365286287,0.14452635121094545,0.17726460211156558
pinn,1.0,28.0,0.05,10,97,1.0951779737766059,0.8497986553630138,0.9171156269056933
pinn,10.0,28.0,0.05,10,97,4.071660966937718,7.769789539043013,8.680379223814823
pinn,100.0,28.0,0.05,10,97,9.636454528574472,12.686679590264736,10.34059081333563
pinn,1000.0,28.0,0.05,10,97,21.747383373022817,31.603327703291995,26.120083501043133
magi,,28.0,0.05,10,98,0.45612158375276646,1.6008236141513983,4.120777768401851
pinn,0.1,28.0,0.05,10,98,0.3387880821015731,0.1735536132508244,0.16656347392751625
pinn,1.0,28.0,0.05,10,98,3.2849852004961235,1.2532056586437972,1.6443473249016742
pinn,10.0,28.0,0.05,10,98,4.319650534470735,8.050876539472956,6.90394334274326
pinn,100.0,28.0,0.05,10,98,9.512587602650164,9.782490582059845,10.505726636411305
pinn,1000.0,28.0,0.05,10,98,20.852484392347083,28.795354086116447,28.019042074930685
magi,,28.0,0.05,10,99,0.4761115342564004,1.2233005561392227,3.2463102337041234
pinn,0.1,28.0,0.05,10,99,0.33140850239658703,0.5591992582277739,0.13977465357629995
pinn,1.0,28.0,0.05,10,99,3.228214146035645,1.1479461959287367,1.5953928689477668
pinn,10.0,28.0,0.05,10,99,3.1539071375121375,5.471582679394155,6.640126676693797
pinn,100.0,28.0,0.05,10,99,8.7528303682819,9.670787024530345,9.91750468173768
pinn,1000.0,28.0,0.05,10,99,27.796448586710632,25.73344001782858,27.696781660815937
